20	2:113	15:16	18:105	35:80	37:45	48:17	54:28	66:51	77:38	119:74	154:66	201:25	242:53	259:70	299:113	330:56	379:51	414:15	485:0	488:0
20	5:13	8:91	13:23	27:11	30:64	46:89	61:93	71:114	88:56	189:42	219:18	234:57	248:21	249:79	280:93	322:112	373:65	411:89	486:0	489:0
20	3:14	6:92	14:23	28:11	31:64	47:89	62:93	69:115	89:56	190:42	220:18	235:57	246:22	250:79	281:93	323:112	374:65	412:89	487:0	490:0
20	4:14	7:92	12:24	29:11	32:64	45:90	60:94	70:115	87:57	191:42	221:18	236:57	247:22	251:79	279:94	321:113	372:66	413:89	488:0	491:0
20	2:32	9:67	16:102	27:119	40:98	43:116	52:64	67:45	74:18	104:35	133:45	168:52	185:93	245:51	278:105	329:95	345:24	407:29	489:0	492:0
20	0:33	10:67	17:102	28:119	41:98	44:116	53:64	68:45	72:19	102:36	134:45	169:52	183:94	243:52	276:106	327:96	346:24	405:30	490:0	493:0
20	1:33	11:67	15:103	29:119	39:99	42:117	51:65	66:46	73:19	103:36	132:46	170:52	184:94	244:52	277:106	328:96	347:24	406:30	491:0	494:0
20	2:76	17:114	23:93	24:34	37:73	47:90	55:23	64:82	86:32	92:96	141:7	161:3	251:116	275:78	288:64	303:58	370:69	399:40	492:0	495:0
20	0:77	15:115	21:94	25:34	38:73	45:91	56:23	65:82	84:33	90:97	142:7	159:4	249:117	273:79	289:64	304:58	371:69	400:40	493:0	496:0
20	1:77	16:115	22:94	26:34	36:74	46:91	54:24	63:83	85:33	91:97	143:7	160:4	250:117	274:79	290:64	305:58	369:70	401:40	494:0	497:0
