10	4:29	33:44	72:8	112:14	259:43	378:8	611:17	811:22	1056:0	1064:0
10	30:2	50:6	88:10	122:19	214:4	481:24	520:35	637:18	1320:0	1328:0
10	3:23	21:18	109:18	126:25	154:6	170:42	350:26	581:1	888:0	896:0
10	24:43	61:39	81:0	138:42	173:30	412:43	617:19	820:32	1372:0	1380:0
10	8:8	33:34	71:12	116:25	158:25	186:14	504:26	750:22	1134:0	1142:0
10	6:22	55:9	87:18	143:22	359:38	635:29	700:20	827:6	883:0	891:0
10	5:11	28:25	72:40	139:0	156:38	224:13	512:17	740:1	1268:0	1276:0
10	3:7	37:12	109:39	135:18	229:5	361:23	549:29	614:30	1206:0	1214:0
10	4:7	38:12	110:39	128:19	230:5	362:23	550:29	615:30	1207:0	1215:0
10	10:32	62:31	76:19	104:31	223:5	432:42	603:35	770:7	1033:0	1041:0
10	17:39	33:26	73:20	132:33	146:35	271:41	506:40	722:2	1340:0	1348:0
10	20:37	41:25	53:11	108:36	256:43	429:33	600:19	749:35	851:0	859:0
10	3:11	26:25	78:39	137:0	154:38	230:12	518:16	738:1	1266:0	1274:0
10	7:41	43:42	105:2	140:32	265:2	333:26	631:12	729:10	1106:0	1114:0
10	22:16	38:24	74:37	142:5	447:8	643:11	694:37	776:13	1319:0	1327:0
10	18:24	55:17	68:33	113:41	151:22	214:39	409:6	596:13	1275:0	1283:0
10	14:27	41:30	109:35	124:35	279:44	465:28	620:1	737:21	1090:0	1098:0
10	3:30	32:0	79:8	119:14	258:44	377:9	610:18	810:23	1063:0	1071:0
10	25:8	40:16	81:17	104:8	233:19	305:29	633:1	727:1	1250:0	1258:0
10	15:27	42:30	110:35	125:35	272:0	466:28	621:1	738:21	1091:0	1099:0
10	14:35	45:2	57:30	128:6	153:43	214:39	354:15	559:7	1048:0	1056:0
10	19:9	44:8	98:43	132:2	312:29	432:24	567:25	623:21	896:0	904:0
10	21:9	46:8	100:43	134:2	314:29	434:24	561:26	617:22	898:0	906:0
10	16:29	75:30	81:29	137:4	244:0	385:22	680:13	762:44	1156:0	1164:0
10	17:24	54:17	67:33	112:41	150:22	213:39	408:6	595:13	1274:0	1282:0
